FBgn,Y_true,Y_pred
FBgn0003255,-0.627815536527505,0.8793194846026507
FBgn0020386,0.966899769989547,0.9090979756621371
FBgn0032811,3.08281852482381,1.4308149483715822
FBgn0029094,3.7933928191659905,1.4907251508330452
FBgn0033020,-0.316940626439011,2.2393532432664904
FBgn0030891,3.34899813316243,2.214486426264809
FBgn0013726,4.699318611671901,2.239291102766388
FBgn0038309,0.8778531839668978,1.472634707509561
FBgn0035932,-0.548609702705897,0.990840517975312
FBgn0014029,5.356195537967009,2.780004682623056
FBgn0030914,-2.37969564530641,1.735413203146038
FBgn0260639,3.83180424809211,2.601870661344301
FBgn0027066,2.40297215149165,1.8443043313286798
FBgn0267330,4.62590967984327,1.382702529454631
FBgn0039644,3.40341226865469,2.4978153079007095
FBgn0015789,4.2106268130047795,1.6262300626520572
FBgn0030060,2.53358341863954,1.9190095805050156
FBgn0030449,0.0132947321035578,1.6115551034505256
FBgn0004574,4.422506827786691,1.3575523040989481
FBgn0050156,-0.5256461573271639,2.5690403851919195
FBgn0033697,-0.18122695608795003,1.3164418360030183
FBgn0021800,2.01564248040775,2.3746777430620956
FBgn0003353,-0.8096836185421801,2.24780987049622
FBgn0262872,2.4578371660650298,1.3434698341676727
FBgn0037000,-0.0803722828107894,2.421854646196843
FBgn0031217,2.77354080011977,0.8399396338213947
FBgn0013305,3.2908149666499797,2.3695121157262897
FBgn0031636,-2.2809198224104597,2.426314134806197
FBgn0015550,-0.680307957270808,1.2045176788397294
FBgn0014931,1.08552485391272,1.6663459730327508
FBgn0000316,1.8705956416382599,1.9861989283478318
FBgn0023511,1.93244828626997,2.79122823061011
FBgn0035772,3.29153307723665,2.609774534341127
FBgn0286203,-0.956863278342496,1.9791379949341166
FBgn0050339,0.716990164025007,1.3164687386412055
FBgn0029857,4.452434607765429,1.396805173030196
FBgn0039883,-2.45954962382275,0.5064605827264357
FBgn0051713,2.5177176014200295,1.8322286021195309
FBgn0263199,2.02085633103749,2.3023075566456055
FBgn0030869,2.28704875164425,1.3173373209348074
FBgn0015268,4.84291620311287,1.8676962549031355
FBgn0030894,1.81372275082476,2.0717875039947233
FBgn0040028,-1.93899114069453,1.507514594965288
FBgn0035987,3.4479849785394503,0.7931224131379192
FBgn0035806,3.05238251385119,1.275705757581242
FBgn0034804,1.30128282402587,1.8130887906950264
FBgn0036317,0.7236151163398961,1.5569843744627538
FBgn0034733,-2.21027942221002,1.305462446216286
FBgn0027529,1.28114483014767,2.2100303588204966
FBgn0260861,2.21410977223417,1.7761351390199038
FBgn0025525,2.4997283881245402,1.8410618996168664
FBgn0004654,5.348131141173299,2.4983065832272455
FBgn0005593,7.577828480622769,1.1389147428440605
FBgn0263667,1.46404178279259,2.208745548247106
FBgn0037478,4.03174058642223,0.7382852046160797
FBgn0266540,0.870099347948232,2.9624364067503492
FBgn0036403,0.817243136625479,1.0749243411972307
FBgn0015336,-1.1940439258480802,1.1059165447890904
FBgn0030435,2.4275990189333903,2.0813505930906815
FBgn0015618,2.91158817290505,1.5801330214139866
FBgn0037239,2.02377742626086,2.019715714643479
FBgn0008635,5.20046766839488,1.518525987837317
FBgn0011291,4.0132216233922495,2.2737689466389432
FBgn0030583,1.3235477003079699,1.4186581425937648
FBgn0033446,1.3275606041370902,0.940863744710473
FBgn0033224,2.68185069399415,0.741738111841276
FBgn0037566,3.3343455201482004,1.224588240307769
FBgn0264389,3.77440032345289,2.153351575745022
FBgn0003278,1.92276602087247,2.0215050706861892
FBgn0035871,5.0675020372562996,2.4417533072199675
FBgn0267033,1.30146004767169,1.535019515263453
FBgn0027054,3.36423250486239,2.363272535270569
FBgn0036670,0.0851806397123221,0.8099904391723983
FBgn0035155,4.06172693596132,0.5626231372029455
FBgn0265623,-0.12388719066079701,1.9102449860720074
FBgn0035414,0.9895463980611708,2.0116166460778397
FBgn0259224,-2.5822769501842795,1.7511247515347619
FBgn0039683,-1.3754394889925101,1.231000848432682
FBgn0260439,3.67631643887138,1.707761249522298
FBgn0036306,2.0413646690914398,1.569985173792927
FBgn0260960,2.68548182364265,2.677955650942315
FBgn0031549,1.79832271725167,1.1748891517058855
FBgn0032242,3.55034226766894,2.476963728496276
FBgn0033243,-1.8185306405256498,0.47462467470362446
FBgn0037923,0.49710867510601603,1.2146414816928213
FBgn0051370,-0.535990451999288,1.1698383674610147
FBgn0040650,2.91218497154077,1.2023688077680308
FBgn0037236,1.8197670689768601,1.5789830184524951
FBgn0031544,3.8193257763926898,1.707707905001179
FBgn0261349,0.0372649557521108,0.9915733413387692
FBgn0034031,-4.42530356315709,0.9412251543300754
FBgn0033483,2.083269300206,1.890458061942165
FBgn0010317,-2.85821632980735,1.418583947325089
FBgn0037443,1.17455429224327,2.4018762108793523
FBgn0030630,3.82792062592682,2.0596120953618127
FBgn0039280,2.19466914834035,1.2574320404187191
FBgn0025109,3.0472531820354902,2.1802841168919844
FBgn0052082,-1.5965000931262698,0.8353863823388393
FBgn0011818,1.8658121184229197,1.223812228121576
FBgn0032515,1.7329835714954498,1.686053658145975
FBgn0031229,2.5534451875254502,1.0992638677162665
FBgn0030697,-2.1249201949588703,1.5746395255191803
FBgn0010531,2.89910403424075,2.039824516434288
FBgn0040529,4.25950771725546,0.9458933168743391
FBgn0035558,2.9516502182012005,2.4693657370435513
FBgn0026620,1.8141817078446698,1.0090683213262286
FBgn0038679,2.44796198114583,0.06278138500960084
FBgn0033179,4.94914523101854,1.131868603370531
FBgn0261064,2.91905909098261,2.3571699457584434
FBgn0016983,2.44940158904061,2.226420278232806
FBgn0032401,0.342896378989176,0.9176220992414662
FBgn0039970,3.70860903952694,1.834070888213276
FBgn0050196,-0.720054969843563,1.226638599906741
FBgn0031637,2.1223422627217,2.436397213759262
FBgn0004915,3.2430500104155695,2.344401755270993
FBgn0024234,4.42738212435815,1.46808623098023
FBgn0264357,1.265946882863,1.7668440783310215
FBgn0050496,3.03614218317893,1.9623467202165803
FBgn0034237,4.48266648425,1.20479284756036
FBgn0038414,-2.24779865673667,0.9796903406208947
FBgn0260962,4.146211504125779,1.6575881445088951
FBgn0027259,2.4708284951387203,2.2686606114482073
FBgn0051643,0.6015046417303149,1.9291589237300655
FBgn0262871,0.9629264499061759,1.5232238014557191
FBgn0030597,-2.53667584687296,1.604001411656643
FBgn0033376,1.88030774791233,1.5707902965196074
FBgn0024326,2.2009568260453,1.8495134505522333
FBgn0010300,2.32591749310985,2.5718071514347263
FBgn0039178,-0.395048301913122,0.9625386783214342
FBgn0052654,0.609751441086276,2.2020717570691053
FBgn0038536,3.3329011781599904,1.4602803356746712
FBgn0011659,2.4154123356354,0.31537184368525684
FBgn0040238,1.75836643047914,2.324277104359364
FBgn0052801,1.8972159552805803,1.4199796328476957
FBgn0086683,2.8558423654915694,2.046694037851518
FBgn0035776,-1.07426485759724,1.3569228855443654
FBgn0259720,3.42533449852993,1.9786032717605309
FBgn0031568,-3.59583547657095,1.307345014760665
FBgn0034854,1.96908711886571,2.381162270683846
FBgn0023167,5.16952983542716,1.369629219809576
FBgn0263121,0.8387578552712859,1.458043562736017
FBgn0027949,3.46152912922256,2.3964973353148418
FBgn0032178,-0.584364527100861,1.2478414370755329
FBgn0010051,0.9438955227184058,2.213234908813903
FBgn0261524,3.1768560925129403,1.6093757402970243
FBgn0001089,-0.18139808332686397,0.687714541802176
FBgn0003360,4.57766311048502,2.136697589713071
FBgn0013799,1.7726789211699,2.156197361051596
FBgn0263980,-5.33110230049409,0.8470265795791235
FBgn0004363,5.262917713278321,2.118170354085559
FBgn0038279,-3.1317925754614597,1.432364980238638
FBgn0038306,2.22957537907237,2.496326735740255
FBgn0011225,1.56320033098499,1.4888890464139142
FBgn0003460,-1.5262532228824,1.9416055670067767
FBgn0037102,3.2188750848679306,2.2945878172170415
FBgn0004387,1.30861622543291,1.8632817458892716
FBgn0038834,7.283677279102269,0.5598104667533554
FBgn0015396,2.68088343698829,1.7154360455578712
FBgn0017567,4.8119921987001195,2.025324055045257
FBgn0027794,3.8473357905695402,1.584900700775179
FBgn0033605,2.46105661025823,1.217204065248783
FBgn0061356,-0.49442829773633395,0.9970721318390593
FBgn0266268,4.17389271685521,1.6150420590810617
FBgn0026189,1.31187489815025,0.9950441132655052
FBgn0037811,-1.7700410312109198,0.6702731807165266
FBgn0031566,2.36144217716518,1.8509114506197948
FBgn0030519,3.84878056135305,2.6008366869052137
FBgn0051223,2.05654144968905,1.3463295238980795
FBgn0036133,3.55152711381453,1.1253095591966253
FBgn0027342,1.09798842744049,1.455467024718227
FBgn0001222,2.3249348657161297,1.8360687942502683
FBgn0031474,1.7718036985393602,1.8621387976959518
FBgn0039780,-1.00713216143278,1.1655299774756758
FBgn0038842,3.3912003440515797,1.9765957717998803
FBgn0033079,2.9288603387897796,1.6771024680698954
FBgn0035911,3.1171970123052204,1.3568759374713086
FBgn0058470,0.8316237319565749,1.0286771267875898
FBgn0023001,-4.37430981936288,1.6177259764502026
FBgn0039339,1.91241504186348,1.8688378414723428
FBgn0051687,1.87273289749293,2.2152123072647165
FBgn0015278,0.8432147931445358,1.8083201468564474
