,HP1a,HP1B,HP1C
0,5.282683826245978,7.987546137041507,3.4363799542398272
1,3.865889442987037,9.120259243155475,2.587822701246022
2,3.834551396619203,2.055842136252366,0.3560095329542028
3,5.034210446798424,5.053962640971903,1.3886601355046966
4,5.082297502467519,10.68185308623232,0.6732296467852366
5,6.04818838614138,7.931579860711045,4.57429152265241
6,4.566502363575503,7.219397674430757,2.693386741438185
7,5.04262020752536,-4.604214388703704,2.0825484913729673
8,5.4682860289501205,4.438931690860324,3.310673129878778
9,4.925975160009831,8.065667022176534,-0.7426358247168059
10,5.723927616096981,6.378010539866128,4.121450754129475
11,4.210773616827544,11.524040540561753,1.9675853249908566
12,6.654316540296358,9.097894448411843,0.3174303955112665
13,4.650635345006378,2.726312986869565,4.491493346012687
14,3.101144925617467,7.725245108301322,1.6557015145571385
15,6.101404521451241,8.698148378640607,1.2344592599993225
16,5.3062595357482945,3.358223093617175,5.32353452098571
17,5.770742181255662,4.825971229897132,3.2650624439062255
18,4.859434844839846,10.481916900926562,-0.1661715620997879
19,3.473965103012766,4.20104995569641,3.6774326781895033
20,6.255232499265207,6.913767214362775,3.409959146558559
21,6.241954524548715,8.301706812179802,0.10052210784632898
22,3.5902132170338663,11.08537584477749,-0.5990645497145268
23,5.140389003405202,10.528334512917095,1.2415440522433006
24,5.677652727935866,4.235652040425736,3.207115788707385
25,3.4358861474530316,2.4981710891829905,-0.6616321666801448
26,3.748124691588528,-0.0026646620548724798,0.8252887942193905
27,5.569705138344131,9.8197253515184,0.3683791952372235
28,4.92903087396509,2.608918897187688,2.5189939721911605
29,5.243071169784251,7.406427561790129,1.3021051550092566
30,3.863079526618154,15.014044387131507,3.905245912122021
31,4.265077574287782,7.6287576425973915,-0.41899838517074106
32,5.420790305860493,-1.8987741115363748,-0.04892072219518595
33,6.3154242205629885,5.199225230798173,0.8180800702152434
34,6.007004227819106,5.2170305885064625,1.9461191466043937
35,6.30780321463512,1.7478456842279173,3.759422004051605
36,5.110676818169128,8.729708440910382,1.9679216880070345
37,5.602215489383609,10.049078742181388,3.798665027428239
38,5.762474503527525,-0.21303111728018198,0.42268233622392826
39,3.6689791432635217,14.488756865638203,2.645505754215138
40,3.9401756024635883,0.8727670337908576,-0.29865718747675696
41,3.3307557225354194,-1.7728785897106079,1.0283613536811917
42,3.7650748595796157,-2.647411362139527,-2.267411383995586
43,4.636047631857755,4.22410122348908,-1.439201658563419
44,5.637807994163506,14.799712942176043,1.0624156806778422
45,4.659689488490976,1.9237937289292608,4.214552397801297
46,4.922900294761371,3.0495857866387555,4.298249570827266
47,5.351962749545126,3.2828264480394207,1.788112885504284
48,5.8821715044167755,-1.6543845479863113,2.849553475860705
49,3.9642788710212513,11.657606884138266,1.8179571736138702
50,4.454757559948673,-0.42088802972807327,1.4437117535546131
51,4.8129890094339025,9.368005196270902,1.164592808104852
52,5.235464732922546,1.562613578506087,1.5519761756750285
53,4.089341782964527,3.995182318553883,-0.9291995452427422
