,HP1a,HP1B,HP1C
0,2.957529995082627,8.313412307071673,-1.0537512723119642
1,-1.4871010433611143,9.478586357568608,-1.0537512723119642
2,-1.5854117475934904,2.2117193544230282,-1.0537512723119642
3,2.1780432131126823,5.295759075960865,-1.0537512723119642
4,2.328897298010026,11.084931877495745,-1.0537512723119642
5,5.3589972560941295,8.255842166379196,-1.0537512723119642
6,0.710794409625774,7.52325048168788,-1.0537512723119642
7,2.204425505415959,-4.639199025381448,-1.0537512723119642
8,3.5397833698064955,4.6631027577330215,-1.0537512723119642
9,1.8384978840234065,8.39377195654502,-1.0537512723119642
10,4.341757563363329,6.657751132978092,-1.0537512723119642
11,-0.40516359228682464,11.951254481288407,-1.0537512723119642
12,7.260484189600274,9.45558063940457,-1.0537512723119642
13,0.9747283050752852,2.901404352801749,-1.0537512723119642
14,-3.886183972079384,8.043594335992278,-1.0537512723119642
15,5.525941796204559,9.044378769512267,-1.0537512723119642
16,3.0314894428651855,3.551423545353565,-1.0537512723119642
17,4.488619713449575,5.061233957034785,-1.0537512723119642
18,1.6297540086898272,10.879265982384107,-1.0537512723119642
19,-2.7166083781970407,4.418403880846989,-1.0537512723119642
20,6.008516129397709,7.208861357742473,-1.0537512723119642
21,5.966861744506049,8.636576102371583,-1.0537512723119642
22,-2.351925978376789,11.500018667349186,-1.0537512723119642
23,2.511136366140364,10.927013816046022,-1.0537512723119642
24,4.196588436034986,4.4539975814955355,-1.0537512723119642
25,-2.836066014246536,2.666724434664758,-1.0537512723119642
26,-1.8565412920558018,0.09422050037710838,-1.0537512723119642
27,3.85794564291425,10.19809755088622,-1.0537512723119642
28,1.8480839758731802,2.780646019344917,-1.0537512723119642
29,2.833260980110918,7.715640214129607,-1.0537512723119642
30,-1.4959160426695082,15.541273786449006,-1.0537512723119642
31,-0.23480644117862348,7.944341762123742,-1.0537512723119642
32,3.3907843565890983,-1.856227071486325,-1.0537512723119642
33,6.197343806792987,5.4451845564818955,-1.0537512723119642
34,5.229798276669648,5.4635001746640555,-1.0537512723119642
35,6.17343592016425,1.8948964346501693,-1.0537512723119642
36,2.41792615703684,9.076843270355708,-1.0537512723119642
37,3.959933988582581,10.434023680593338,-1.0537512723119642
38,4.462683150261206,-0.12217457212670868,-1.0537512723119642
39,-2.104829092174556,15.000932736460065,-1.0537512723119642
40,-1.2540576504470438,0.9947400489514314,-1.0537512723119642
41,-3.1658710693730105,-1.7267236744536811,-1.0537512723119642
42,-1.8033668557012974,-2.6263185385399392,-1.0537512723119642
