CG11357,12.7366877256881,FBgn0035558
Syt7,0,FBgn0039900
Sac1,1.83457364149924,FBgn0283500
14-3-3zeta,5.01240380068335,FBgn0004907
FeCH,1.58353060930993,FBgn0266268
asRNA:CR43609,NA,FBgn0263584
Gp210,18.1427287426264,FBgn0266580
lncRNA:CR45736,1.52928256395178,FBgn0267300
CG14561,0.882047472341789,FBgn0037149
CG13185,7.79401619816221,FBgn0033661
Arl4,2.93776361616651,FBgn0039889
CaMKI,0.273026077747085,FBgn0016126
CG16957,1.26396873295479,FBgn0032519
dnr1,313.357595850903,FBgn0260866
Sox102F,1.80918969884645,FBgn0039938
hob,1.75778161862274,FBgn0035420
how,36.6686811109041,FBgn0264491
CG30091,Inf,FBgn0050091
lncRNA:CR45082,0,FBgn0266457
CG17570,Inf,FBgn0260000
CG32373,0.211774867737109,FBgn0052373
mdy,14.1851535656447,FBgn0004797
dsx,14.8840439445258,FBgn0000504
cnc,3.45447192352477,FBgn0262975
CG42402,101.495775561585,FBgn0259821
Mitf,12.5324828983246,FBgn0263112
ArfGAP3,3.59922090412921,FBgn0037182
CG11426,47.7022418879056,FBgn0037166
CG3223,2.20366478581181,FBgn0037538
CG33521,1.17140472871885,FBgn0250819
CG10082,46.6368294191126,FBgn0034644
Gs2,0.494915761056359,FBgn0001145
CR40282,0.0479717598415766,FBgn0039979
CG2316,2.23961341459708,FBgn0039890
CG43313,11.2681513947504,FBgn0263005
CG5694,5.00445538886335,FBgn0032197
Sp212,14.4276419632762,FBgn0053329
Tim23,1.63221162790861,FBgn0267976
fd102C,2.44893960914924,FBgn0039937
Neto,0,FBgn0265416
CG12576,8.29786835262345,FBgn0031190
CG8671,23.8749590556913,FBgn0032938
wts,2.89203779909471,FBgn0011739
CG42671,4.66416298334276,FBgn0261553
CG10651,Inf,FBgn0032853
frj,3.19437054070252,FBgn0031815
fru,0,FBgn0004652
spin,4.87082166167704,FBgn0086676
Tsp96F,5.39969738486874,FBgn0027865
lncRNA:CR45964,0.336463118022487,FBgn0267626
lncRNA:CR44217,NA,FBgn0265148
east,0.137658141437471,FBgn0261954
MP1,28.0957833248146,FBgn0027930
CG17514,4.42596081267232,FBgn0039959
for,121.936831261529,FBgn0000721
IP3K2,0.368788251506502,FBgn0283680
asRNA:CR44029,4.29505778879754,FBgn0264821
CG42249,NA,FBgn0259101
Hand,17.5460272538719,FBgn0032209
lncRNA:CR44043,0.0573203393234053,FBgn0264835
CG33502,2.74611907079234,FBgn0053502
asRNA:CR43833,268.821052034595,FBgn0264381
Pxn,10.8003379381904,FBgn0011828
osa,5.40096552716636,FBgn0261885
CG12268,0.697992287047548,FBgn0039131
lncRNA:CR43309,4.09519704723021,FBgn0263001
CG1529,11.523108252976,FBgn0031144
CG14196,53.7452668674473,FBgn0031002
CG32820,4.58750533175682,FBgn0052820
CG14621,0.335082345008337,FBgn0031183
eEF1delta,4.54787659151986,FBgn0032198
Myd88,4.21831229825023,FBgn0033402
Or42a,NA,FBgn0033041
Zpr1,1.94947628346321,FBgn0030096
Itp-r83A,72.8694275781717,FBgn0010051
lncRNA:flam,156.573995576564,FBgn0267704
CG10631,11.4617058127667,FBgn0032817
skd,29.3811817049219,FBgn0003415
spok,0,FBgn0086917
CG10188,2.11947832401769,FBgn0032796
Rad23,5.37827701906709,FBgn0026777
ttk,5.20713501069776,FBgn0003870
jim,28.1950720758122,FBgn0027339
CycE,5.26276649925413,FBgn0010382
AdamTS-A,361.87769058065,FBgn0286071
CkIIalpha,0.00238254434564904,FBgn0264492
CG41520,17.3455422823611,FBgn0087011
Amun,0.0660611526899346,FBgn0030328
Dscam1,183.535703284735,FBgn0033159
AlkB,1.3420131767264,FBgn0065035
CG31997,5.04265230413399,FBgn0051997
lncRNA:CR44023,0,FBgn0264793
kibra,52.6407518592408,FBgn0262127
Debcl,12.5554635900999,FBgn0029131
CG3262,5.62597090096286,FBgn0032986
Set1,0.287713273948831,FBgn0040022
jigr1,0,FBgn0039350
CG11399,4.27830315186615,FBgn0037021
ttm3,Inf,FBgn0032971
lncRNA:CR44809,2.43532619987534,FBgn0266044
gish,0.273884541094941,FBgn0250823
CG13085,1.66991117300644,FBgn0032780
Pgm2a,4.62804884714243,FBgn0033377
lncRNA:CR43437,NA,FBgn0263385
CG34031,23.7705279455408,FBgn0054031
mRpL3,1.61837536394692,FBgn0030686
CG14053,1.76525172394971,FBgn0029603
CG14502,0.558192941616136,FBgn0034321
CG5953,12.0898983958131,FBgn0032587
Cdep,19.7354010159155,FBgn0265082
Pka-C1,51.8525859806631,FBgn0000273
CG11629,2.24157956644355,FBgn0032965
Myb,2.13130846116498,FBgn0002914
CG3386,3.61194607420813,FBgn0035152
lncRNA:CR44133,2.50335031722584,FBgn0264982
Gbeta13F,3.73176564518829,FBgn0001105
poe,10.1802207469525,FBgn0011230
lncRNA:CR45181,0.857793846590103,FBgn0266691
lncRNA:CR45180,Inf,FBgn0266690
Zyx,1.0198010944427,FBgn0011642
lncRNA:CR45233,0.266925560257013,FBgn0266768
Ir21a,NA,FBgn0031209
CR41454,1.64077232358239,FBgn0084017
CG12547,1.72372431082131,FBgn0250830
stnA,0,FBgn0016976
RhoGAP18B,0.473822331336329,FBgn0261461
lncRNA:CR41257,0.342872338398165,FBgn0085582
al,1.47254431725468,FBgn0000061
CG45781,0,FBgn0267428
Smr,1.22727225274821,FBgn0265523
Dsk,Inf,FBgn0000500
lncRNA:CR46259,0.824631562933805,FBgn0267992
CG4213,0,FBgn0031251
Adk3,2.23713078223845,FBgn0042094
pico,8.2998918373642,FBgn0261811
alpha-Est10,0.217731982607236,FBgn0015569
vib,2.70136261564646,FBgn0267975
CG10395,0.712893852149772,FBgn0033019
cact,4.71702060411247,FBgn0000250
CG5367,0.332386160782193,FBgn0032228
klu,659.318165544895,FBgn0013469
scaf,31.4830760251924,FBgn0033033
Coop,14.1973343696791,FBgn0263240
Mef2,82.8115201386617,FBgn0011656
GlyP,7.32371421840195,FBgn0004507
lncRNA:CR43334,13.369013285657,FBgn0263039
lncRNA:CR44974,2.27390228062408,FBgn0266309
CG15818,2.67629094947252,FBgn0031910
sw,1.91200839675116,FBgn0003654
AP-2alpha,1.49080900716763,FBgn0264855
CG10803,4.09836649658601,FBgn0029666
CG7985,11.9508940460651,FBgn0028499
CG3829,0.628442667888279,FBgn0035091
CG12896,Inf,FBgn0033521
CG42564,0.158041987279146,FBgn0260766
CG32263,Inf,FBgn0052263
CG32269,0.81937995957094,FBgn0052269
atms,0,FBgn0010750
fz2,4.47570580420825,FBgn0016797
CG11601,1.41900769571699,FBgn0031244
S6KL,3.5097490794033,FBgn0283473
NFAT,5.64488038115131,FBgn0030505
CG3764,4.39938875717217,FBgn0036684
Gyc89Da,0.847992590148416,FBgn0038435
Fer2LCH,2.30462867165466,FBgn0015221
CG17715,9.94817528626853,FBgn0041004
CG12560,338.169273364635,FBgn0031974
CG12567,8.57620236078353,FBgn0039958
l(1)G0007,3.05170785799358,FBgn0026713
Gyf,3.73046637296364,FBgn0039936
CG42697,0.010227857223959,FBgn0261587
CG32115,4.20188569679124,FBgn0052115
bip2,6.95733957211221,FBgn0026262
crp,62.3888210375129,FBgn0001994
sei,11.0095895179498,FBgn0003353
nrm,0,FBgn0262509
Gr39a,1.0619931829648,FBgn0264556
mld,0,FBgn0263490
mle,2.13231813077793,FBgn0002774
lncRNA:CR45735,21.1284133562169,FBgn0267299
