HP1a,HP1B,HP1C,A_B,A_C,B_C,A_B_C,log_S2
-0.459351478212745,0.592428871302323,-0.769417002619995,-0.459020901312377,-0.769971120062336,0.353432837515514,0.596582736993507,0.064435525138261
2.57972518051902,1.07208485493613,2.7656842959318,0.931543358116711,2.96892707337117,0.998693525953266,2.76930231753722,0.523959400938079
0.397785548772877,0.454359618145918,0.442629733211955,1.02650044507594,0.171526190927158,0.38751619707622,0.176071711328909,0.243542591809582
0.57695463899823,0.251194163188319,0.144927637740779,0.305769331807216,0.0443144269523962,0.076807471431965,0.176415034449562,0.789471067168982
1.63731897892572,1.39524587750525,1.39359515904775,0.852152754267036,1.00118450358182,2.28175980284789,0.611477981058229,-1.91683075385518
-0.120751896650266,0.251457138437609,-0.480208664588088,0.366287360692603,0.158307692974333,-0.329664382691065,-0.762767079612767,-0.0250671123682658
0.0795358103870631,-0.13144889245107,-0.0217255283250097,0.165277378301964,-0.605070220859177,0.0131454702218959,-0.100004419792195,0.670458633075984
0.0247982387287385,0.400970449802703,0.00994336093737708,0.0466874083286816,0.0187202711176739,0.000464229752242786,0.00115776549736074,0.887973604707306
-0.450492506819371,0.131151642953403,-0.101034468636736,0.0772619089710504,-0.17150542528786,0.589103630203862,-0.764708420933471,-0.480488548601696
-0.231982312470407,0.0982455147408734,-0.423504333992732,0.176094989509111,-0.75908799957141,0.557912039489291,-0.129425725075807,0.464292997379137
0.713847970437258,0.430092379798335,0.434394820529211,0.602498567776116,0.186829902133479,0.261722257218212,0.310091861003234,0.677850809937245
1.13788230794635,0.981415453966495,1.02341957360231,1.00439978542511,1.15942978414236,1.16453102640807,1.18658313530879,-1.34357116979703
0.0401344901242458,0.477145497256498,-0.0393854525825736,-0.082543904970356,0.0191499912474693,-0.48621991095114,-0.231997641186792,0.96103784405592
-0.31016458013968,0.0190857987690789,-0.261190725281764,0.0810121116433968,0.0160722208217088,-0.00498503362307753,-0.0615344239515802,-1.25746273710604
-0.0627913974647069,0.0380168348031149,-0.605446547426866,-0.069656469218504,-0.54577608124036,0.330438244055141,0.115049742234954,1.50134177682447
-0.119088018986569,-0.113808786189295,-0.23865323254253,0.0284207406882308,0.0595973462472204,0.476879298791871,-0.249723607814948,0.173409819088165
-0.00216251355251201,0.0424118452704751,-0.0509884335076889,-0.0167099480615626,0.000852014075653917,-0.393992479105716,0.0200890593234113,0.986321065502966
-0.28317759445782,-0.0804153292958859,0.283974900803333,-0.0723318072014973,0.0725354624694031,0.255429132166992,-0.020540417774971,0.593862601551192
0.560157437336047,-0.289020440687062,0.430905536726022,-0.670728073913858,-0.515962872976503,-0.375713319032929,0.769257905019149,1.19774032214875
0.0951656396793737,0.00211412949216309,0.0222152606685132,-0.00307556813250198,-0.000292688408707048,-0.0131751057561026,-0.138443936283004,1.59765567539419
0.753033671782566,0.437984764804936,0.329817275625885,-0.27752709876071,-0.520507519945503,-0.633645553594339,-1.18841467049047,1.19958330355966
1.02942132957628,-0.0838454633565354,-0.0127450618781012,-0.0123808022156945,-0.0863123083674237,0.147662159883926,0.152006576955816,0.693835274596245
0.0350094249851511,-0.42290823681068,0.207300126059329,-0.490177556300777,0.00725745821268647,-0.0171608343867168,-0.014805774192226,-1.5580954901323
0.466818887441693,0.0366743455325161,-0.454900767091195,0.0785622572674865,-0.17270196700226,-0.0806205400949873,-0.212356269989884,0.894251259894556
-0.124160116518705,0.732924652705439,-0.169403657061328,0.028571071599456,-0.168656758036296,-0.230114729275014,0.0389822766828648,1.40097874292573
0.597660019499308,0.0203898324108419,-0.0250053032878344,-0.48734412440341,-0.0418386749523294,-0.815420320087136,0.0341161057216501,-1.09741789153314
0.0351610033396279,-0.0184412929404498,-0.524481419438499,0.272461380597433,-0.519487193443623,0.0354990328408378,-0.0676840618659904,1.06842190159998
0.049735220080885,-0.0542889868829135,-0.228692224861262,0.20950949331202,-0.0479131921550816,0.23738886145276,-0.0113740581342621,0.627892324277238
0.129824437127387,-0.0162002920116346,-0.178748248661337,0.0223053062193562,-0.0232058907699644,-0.124786152515635,0.00289577382488194,1.25408086869356
0.249013255227884,0.381353553022162,0.100745368297641,0.970873365234545,0.256483764149537,0.392794330010314,0.0978109947509242,2.79445435476618
0.142797579116586,0.0243256240645525,-0.229576989681839,0.170350395399155,-0.622003012211646,-0.105958459069719,-0.039108530966849,-0.159623497082658
0.192409775317067,-0.492361522134414,-0.39078962645773,-0.267934011262366,0.353576499684787,-0.718123744016416,0.54418145857714,-1.5624872547352
0.0272694588672194,0.319058780696024,-0.00980997154179182,0.0854684481891746,-0.0307465963493982,-0.114778865764341,-0.359742068574173,0.376438800242257
0.218932692300295,0.0915253808915416,-0.108498323161954,0.0200378980523952,-0.495578444781258,-0.0404333527081462,-0.184683942280701,-0.292216135472144
-0.295836411686968,0.00303278414844811,-0.335716879041391,-0.000897207979898004,-0.00903375533904625,0.0993172768383528,0.00267251376356143,0.984736613094076
-0.865535582831036,-0.241608470670569,-0.324425115548377,0.078383856014766,-0.0905611017843822,0.374825855786577,0.209120728478766,0.00441456509918202
0.139737109637448,-0.618621038872982,-0.0571342367867599,0.252935251115059,-0.408869461626882,-0.0864443159330258,0.0353444409162404,1.41361375110005
0.491453354654136,0.689031026295186,0.275376461870774,0.338626609333551,0.189742926140357,0.0932497975735703,0.135334685979179,0.328650901760418
-0.204128744382986,0.0136323284331928,0.0571163734362702,-0.27980563741238,0.238676365690543,-0.0487207068423049,-0.0667829926373125,0.596098539115267
-0.0620552515836438,-0.732639221639822,0.266921202333811,-0.0165638623638333,-0.195556941917008,0.0454641112189041,0.012135335229588,1.00881156920355
-0.32019668199405,-0.0786648008089183,-0.0647261395222552,-0.389150479151903,0.822809425011817,0.0306124449271795,0.0251882082087385,-0.416114042559205
-0.0238613777149088,-0.013441499282248,-0.000639962479045165,0.00127692619284201,0.0476109447024525,0.0268200137767112,-0.501174212442789,0.610355358124786
0.22630742423475,-0.00061792311501569,0.00203887778545729,0.000827520739886242,-0.303070208240608,-0.746716167017922,-0.00273045887515698,0.913733431607474
0.241880758619579,-0.533701108804148,-0.281596463111538,-0.453213895623256,0.527629526089059,-0.858962346142012,0.458429156557005,0.573723504494126
-0.404947807578872,-0.901166246583943,-0.244353425737415,-0.669598486423135,0.364925295818249,0.27115243903518,0.603419554728226,0.838710409069194
-0.00208758125202021,-0.00527412449336153,-0.000956556934818362,0.395815695031055,0.18136790969238,0.458213031896448,-0.0024166725747025,2.21759105237106
0.0187305670231012,0.811358523216513,0.650535478250248,0.527817504933069,0.028792537300934,0.0151972051988713,0.0233610705441422,1.07432133212544
0.0156850176697341,-0.765988314733864,0.00302863698164642,0.19309107872352,-0.252080971745121,-0.00395389449602596,-0.0120145402514105,1.53070302788196
0.578918465457387,0.0168781321991994,0.0187873494238822,0.520087329622272,0.898377510227396,0.0324524964133574,0.0291545929284955,1.22691875616476
-0.887072864557743,-0.481448318653923,-0.424900405675795,-0.782882825447174,0.882546244763655,0.376917620014574,0.427079739164844,-0.782383155690458
