HP1a,HP1B,HP1C,A_B,A_C,B_C,A_B_C,log_TPM
0,0,0,0,0,0,0,-4.22682507863907
0.4664633,0.28765276655,0.30916422,0.144213762303126,0.0414834877010783,0.0889319432012728,0.134179458739043,2.18038762806643
-1.4170611763775e-06,1.331307425696e-05,0.0001227665,-0.011542735,0.10844224,-1.53669288183411e-07,-0.0012517200391264,0.541914323079138
0.34640905,0.2123261,-0.00150035355905543,-0.0070662700396015,-0.004331161553243,-0.02039863,0.073551682591205,1.87059564163826
0.303343515,0.232214665,0.0168060382789186,0.0704408127156475,0.0219538362262853,0.072372855,0.00509800272475171,0.403591554101436
0.00996067329818094,0.0220387047159022,-0.162516852,-0.0013507543057146,-0.061290095,0.00831147225097983,-0.135608735,0.0500969290278191
-0.1945483055,0.0386815455271432,-0.0097275240531303,0.0500005591317284,-0.1988274605,-0.25147713,0.0489244495135032,-1.1248489802351
0.167202017,0.0213581682889579,0.00999461275872841,0.00127669884080338,0.1277387,0.0076356665051677,0.059775671,1.6427264495881
0.123319226,-0.00485517664466041,-0.002923449,0.000115098527350924,-0.000360517467930474,-0.0393708005,1.41938613066558e-05,0.925439025009425
-0.05967422,-0.00166742127746285,0.089432005,-0.0053367851414111,9.95020641439992e-05,0.0011126001719854,-0.01864457,1.87074265426721
0.0834379768113027,0.34190591,0.59215555,0.2024614821843,0.0285279373902274,0.140905505,0.0481764249110345,1.84919627024062
0.6300103,0.132415353148243,0.0834230363615308,0.469965535,0.281755455,0.177508838731187,0.29608312769501,-1.43664389046748
-0.114354473,-0.020902545,0.00239029951783379,-0.010015736517705,-0.001830749403825,0.087585,0.000209354383269472,4.09123751534718
0.0796336488,0.11402369,0.00908012248434007,0.009982260636304,0.00113821419229313,0.125352295,0.0142931312258686,-2.71001212441575
0.086618287,0.000316375943701943,-0.060761112,-0.00526302343765514,-0.00520688205479096,0.00365253059901708,-0.060112965,3.82776507785144
0.1068796,0.000337088477931445,-0.003745642074626,-0.009618613035662,-0.035045435,-0.089994845,0.00315390849078258,1.07655480108416
0.04232788,0.00408014219386452,0.001634403255849,0.096393729,0.000157546224521026,0.038612925,0.00372204382834732,2.32829362838444
0.0051787650122231,0.000629019701355847,-0.0420753045,-7.74217860118086e-05,-0.014949855,0.00184007666567947,-0.123083245,1.47660814028303
-0.0491082845,-0.08277545,0.00406496034821553,0.0030070694379751,-0.000248911525909636,0.00506862596492525,-0.061233445,3.5032903396633
-0.074755745,-0.0067746915469482,-0.00143116429330545,-0.0157922692453271,0.0191445392364888,0.21125158,0.09062436,4.24280913291819
0.066096345,0.104762511,0.0069244190701223,0.048737383,0.00510585062264871,0.000337478064273054,0.00322136288116513,3.5437776098061
0.00724857099983056,0.0293964100147852,0.1529332725,0.19221723,0.0377103082789746,0.0473969521565725,0.2465801435,1.99998325000755
0.01572339,0.00146291859250185,0.071506105,0.00665299343728607,0.000104607610481889,0.093040915,0.00112431837629595,-0.587647574575627
0.20487505,0.0030885568851412,-0.006567200070233,-0.03205466,-0.09635282,0.000632768246271148,-0.019740288815141,2.60322626368275
-0.0018407994749025,0.0017654795541075,-0.0686105,-0.000690379688535075,0.026829705,-0.025731915,4.73672956202358e-05,-1.79083389770156
0.0046439347825815,0.000296005215730332,0.06153105,0.00392199989493375,0.063740175,0.07547303,0.00481066413998025,4.04520245237705
-0.00171236765665075,0.02516935,-0.00994081934908177,-0.000250203961483811,-0.068033845,0.146115795,0.00367763958488325,-1.5234976296945
-0.02930182,0.115110475,0.027278404,-0.0033729464185645,0.0031400300416819,-9.20085950759555e-05,-0.00079930688389528,3.27992670500012
-0.09664124,-0.0031309,0.000302574058316,-4.86013620533753e-05,-0.160626335,0.0005029049922515,0.0155231281910554,1.37057673383832
0.00436664601630674,0.000199297981664105,0.045640975,0.105657119,0.04132846,0.0018862712096485,0.00482229392685102,4.08700213075794
0.085408735,0.2437282415,0.00437561747405868,0.0208165207902895,0.0179528537486234,0.0512314984416837,0.21019927,6.61014190870939
0.006282,-0.09515175,0.0383802,0.0002411044164,-0.00365194319535,-2.29415071531887e-05,-0.0005977432935,-3.02380944062588
-0.11067053,0.04958845,-0.0054879800433785,-0.000140355077573985,-6.95999074652368e-06,0.0012682245,6.2889287207025e-05,-1.44951535058362
0.00784270907008097,0.26737015,0.108818055,0.0290946996880582,0.00209690630047391,0.0192698380840744,0.072071763,-2.35903375876475
0.035922045513301,0.14571348585,0.0100384534305335,0.246525195,0.00593342210683951,0.00146273804190592,0.040719787,1.1407365548644
0.199187405,0.034048911,-0.000662577031693345,-0.0976947615,-0.00332640023947973,0.00678211422516596,-0.0194595660252789,-0.371841520060793
0.08426645,0.000514291332049425,6.05460013627492e-05,0.0061031565,0.11772705,0.0099204405724725,0.000718506610433325,3.36651169504681
0.187783685,-0.1121157725,0.00406256658979285,0.000762883724789185,-0.03623546,-0.0068044282064701,-0.0210535129066717,-1.58553341520312
0.168765995,0.00031145290218302,5.2562658932555e-05,-0.021901076,-0.014220895,-0.00369615688271062,-0.00240000349446553,3.15466812900191
0.149987765,0.000355220825238447,0.018468325,0.12823751,0.0192340575140652,0.00277002279004362,0.00236833201187075,-0.604083743819186
-0.0003713110412202,-0.00396054,0.09375263,0.11954936,0.0112080669148168,-0.0004734800222544,-4.43899973388085e-05,2.05643327618639
0.0013235181840216,0.000863728426796025,0.0025610066101656,-0.06264432,-0.040881705,-5.41076799613068e-05,-0.021127505,2.9758222784941
0.13430321,0.1877946,0.166251585,0.031221149904441,0.025221417600666,0.00419310065205762,0.0223281215330879,0.726828917337361
-0.00167573949333384,-0.10352115,-0.0659864397,-0.0026289413436915,0.00683099212214966,0.02539521,0.000173474479450336,1.24546665310157
-0.000758961390135567,-0.00584068726712013,0.12994385,-0.069203575,-0.00899257896926375,0.0109670835666447,0.084398635,1.94437262481332
-0.007061777171449,-0.000542215468098361,-0.0029521354355493,0.014102415889197,0.07678173,0.1836689,-0.03844841,1.89966985619912
0.004680292448736,-0.000551128893777,3.5537320154479e-05,-0.0004896019948512,-0.06448096,0.00759297,-0.0725841,0.793223258137308
0.052173762,-0.000439873178737374,0.00892882119446607,-0.008430927,-0.00144283710433984,-7.52782396865962e-05,0.171136235,4.17368067031294
-4.09594249871401e-05,0.0079855045,-0.05877223,-3.27081672552219e-07,5.56524182513101e-06,-0.000469325907140035,0.000696918000000001,2.12564095194905
-3.05281203080784e-05,0.00198041206512242,-0.033803495,0.000521082041645577,-0.058586015,0.000903105442442517,-0.0154150345,3.56518956039514
0.039298252149924,0.092517496,0.00363577588608758,0.013482434990661,0.0249489711043296,0.2696676,0.14572849,2.98946789323111
-0.07438269,0.008562325,-0.001357424083959,-0.15853452,-0.00063688876615425,0.0117922240554588,0.000100968854835656,-1.7163538037284
-0.0177779878864165,-0.16666985,0.003319301451291,0.031118677688725,-0.1867085,0.10666589,-0.019915428323065,-1.23888003393999
-0.00485512546354505,0.000438704874085774,-0.00966394695232246,-0.045396035,-0.090359122,0.10695043,0.00410194586488127,3.77046215423632
0.048793767,-0.0086785757717543,-0.00603807155032026,0.0220098974268703,-0.177862385,-0.12374678,0.00107394580674061,1.86976730025139
0.000306946372129598,-0.04998223,-0.060598295,0.1013413,-0.0061411099930835,-0.005065264165099,0.00302883791829785,3.83655262869956
0.00820859686956708,-0.064532492,-0.00277908079745636,0.04306483,-0.0054778890101817,-0.12720099,0.000353501828726438,4.40274482310818
0.104040075,1.01893625,0.0757018949459442,0.741400897241898,0.7276224565,0.0771354049541144,0.106010203870219,3.5902680631783
-0.0175212499275265,0.0129233240819831,-0.0021911805967751,0.04020163,0.321462689,-0.000704382806723948,-0.05450477,3.78753257415289
0.58106915,1.129059085,-0.0025978746298582,-0.001336993628618,-0.00150954480297827,0.656061402820728,-0.00230092,3.3976646489035
0.05473055,-1.97920553459011e-05,0.0153519611438707,-0.00128922,-0.0003616271962533,-7.0559719671e-05,0.280500765,2.18930255862207
0.00611609682021624,0.0106337341648243,-0.0612628115,-0.00106160566451487,-0.09983376,0.0173287127789568,-0.17357568,3.06352014265042
0.305111525,0.146531938,0.00236748288313031,0.0447085830643855,0.052953655,0.0161567704313739,0.00775940169133339,2.55516489923536
-0.04704845,-0.0287896580216609,0.181122347940097,0.2959926,-0.01392599304147,0.611915122,-0.00852152573094227,3.25441283844669
0.017775433787536,-0.123480575,-0.000974487764046873,0.0078918304684512,-0.14395328,0.00676947245694487,-0.054822165,1.14671348539524
0.29880387,0.00114015296814485,0.0337048838075039,0.03382753,0.112799355,0.0101077968765411,0.00381572356524315,3.21087242291837
0.3748908085,0.253985298697797,0.16262219019212,0.6774914,0.0609655643611646,0.2400358,0.0899872151309443,4.10016931536271
-2.62342402862738e-05,-0.00037629622687775,-0.0151527665,0.0248335,0.001731316871165,0.06971699,-0.00105640527055283,4.04071810953982
0.00045483157608,-0.09588698,0.00115716407464,-0.012068,-4.36124262389514e-05,-0.03768906,0.0036138901424388,1.94420179779676
0.4663363,0.073351444962626,0.0564794646711083,0.121113163764237,0.15729302,0.76998435,0.359071652836905,1.66724756417261
0.42008117,-0.00060955668132265,-0.001451045,0.309151658693786,-0.000448592968589324,0.73593315,-0.00106787211764175,5.3481311411733
-0.00607311096929674,-0.00928590675504469,-0.157176375,0.0161570264139581,-0.102795515,0.000954549567126798,0.0590795325,1.06210294310004
-0.00029638114761975,-0.00544021,0.016984155,1.61237568309244e-06,9.49341125945e-05,-9.239736987255e-05,-0.01745045,5.3967663163922
0.000107016293471682,-0.00934416931344018,0.096970332,-0.0011105755,-0.000107692874946066,1.03774055073585e-05,-0.096361115,1.42865155661586
0.115617744,0.011672638,-0.00484778321336232,-0.00048942676612039,-5.65864185520551e-05,0.00134956407208867,-0.041929405,1.14883888099792
0.0199006515582111,0.146405185,0.066225487,0.0439945209161003,0.00291355857300043,0.00969575467595009,0.30049838,2.70228645592303
0.00380387550913687,-0.0111756947721447,0.129154535,-0.000329147959391053,0.029452125,-0.086529635,-0.00254848162622437,4.83938767627533
0.132831205,-0.085303358,-0.040538435,-0.0113309478336864,-0.00538476916986417,0.00345806463356473,0.000459338892244286,-1.60891429954326
0.0042656254798233,-7.70977680474223e-06,0.11681814,-0.00180742,0.036515095,-0.0002111394425988,-6.59981130049e-05,-2.2517684121687
0.0036607686483667,0.05511454,0.12239232,0.000448049967856865,0.0081294331379136,0.066421105,0.0067455964163328,1.60843746215057
0.000226312045213725,0.006575055,0.145568846,3.29439832576618e-05,0.034419795,0.00501044983770657,0.00095712316873653,0.694204371536584
-0.01470808370337,0.1474256435,0.00920567089154286,-0.099766115,0.00135715195503492,-0.0922725205,-0.0136033357120794,1.0342609500108
-0.00581992054703336,0.005490459599158,-0.0112977165790794,-0.053182352,-0.103238375,0.000600839139904835,0.109433305,1.69447789750699
-0.0004731622419541,-1.90597392629319e-05,-0.00102902023963282,0.040281615,-0.025545655,0.0007461049349853,0.01852222,-0.251261429685356
0.50603376,0.0224270820302297,0.0443193395441239,0.378198975,0.117185245,0.0592996901438712,0.191381449347396,4.68385293395087
0.037580096723813,0.22834154,0.0134643950637374,0.0589660342298531,0.0818114100827743,0.358285269,0.16457845,-1.59843120904585
1.3004109,1.10455321846757,0.39507345184167,0.84938785,0.604856571795243,0.513757823075532,0.46512727,2.27125563581787
