HP1a,HP1B,HP1C,A_B,A_C,B_C,A_B_C,log_TPM
0.000742434312074022,-0.03334054211,0.0114768231456608,-0.02226821356487,-0.34423025,0.06468988,-0.00215679566823085,-3.78528022840029
0.20195049694311,1.06528205,0.189574673621047,0.51396428,0.547516921825174,0.368847955,0.392927105640708,2.68775306755797
0.54406,-0.0107651822564055,0.240880470369,-0.0132285849542,0.44274615,-0.02431457,-0.00585690505841998,1.0322529107766
0.263121385,-0.0214133866534916,-0.08138216,-0.0678088881220716,0.833215635,-0.0178419685579895,0.219236851884854,2.45714670266378
0.0018181492761914,0.00633048644048628,0.00385129677089512,-0.033258275,-0.054667576,-0.115799655,-0.000210541058921464,1.3667111897415
0.318484365,0.007595226107795,0.00241896076397251,0.016396785350787,0.0469848916352816,0.0514838,0.147526525,2.03340875058576
0.00875640737820859,-0.0402524895,0.00302970928500244,0.0163734962750624,-0.075267625,-0.217537039,-0.000659073986890237,0.370227798804967
-0.000822470509735503,0.08135728,0.0114833774923728,-0.0101093658703376,-0.00582702811927396,0.14114751,-0.07162270075,1.95496899354366
0.0441108618203858,0.29102385,0.67402688,0.151571295,0.196157897621088,0.10216312706641,0.0297319065669057,1.90164871469126
0.125138005,0.0887378417187618,0.721810691,0.0903259498594114,0.12293783235023,0.98241803,0.709119837085159,-1.98444898807095
0.000501193803493575,-0.016780167,0.00336065474189264,0.00598187085850612,-0.000100376791978166,-0.200275405,-0.029868225,3.28707041692601
-0.010648415,-0.203178985,-0.000602867841810025,-0.011503127572329,0.00216353415155878,0.000122490076188101,0.056615735,-2.19208779323107
-0.10471616,0.000225513341318195,0.064591595,0.00349137285304992,-0.0333412995,-0.0021535677140777,-0.0067637837966752,3.95379058793913
5.15787413883318e-05,-0.132459345,-0.000389392997438812,-0.0402572205,0.009672625,0.00533244505895057,-0.00128122957193062,1.56764813494813
0.1438456,0.08525054,0.00887999483641635,0.014983461515214,0.1041635025,0.00127734818524121,0.012262915076624,3.23528152573849
