HP1a,HP1B,HP1C,FBgn,A_B,A_C,B_C,A_B_C,log_TPM
0.06468988,-0.03334054211,-0.34423025,FBgn0031088,-0.00215679566823085,-0.02226821356487,0.0114768231456608,0.000742434312074022,-3.78528022840029
0.368847955,0.51396428,1.06528205,FBgn0053217,0.189574673621047,0.392927105640708,0.547516921825174,0.20195049694311,2.68775306755797
-0.02431457,0.54406,0.44274615,FBgn0040372,-0.0132285849542,-0.0107651822564055,0.240880470369,-0.00585690505841998,1.0322529107766
-0.08138216,0.263121385,0.833215635,FBgn0000316,-0.0214133866534916,-0.0678088881220716,0.219236851884854,-0.0178419685579895,2.45714670266378
-0.054667576,-0.033258275,-0.115799655,FBgn0004034,0.0018181492761914,0.00633048644048628,0.00385129677089512,-0.000210541058921464,1.3667111897415
0.0514838,0.147526525,0.318484365,FBgn0029522,0.007595226107795,0.016396785350787,0.0469848916352816,0.00241896076397251,2.03340875058576
-0.075267625,-0.0402524895,-0.217537039,FBgn0052817,0.00302970928500244,0.0163734962750624,0.00875640737820859,-0.000659073986890237,0.370227798804967
0.08135728,0.14114751,-0.07162270075,FBgn0029524,0.0114833774923728,-0.00582702811927396,-0.0101093658703376,-0.000822470509735503,1.95496899354366
0.151571295,0.29102385,0.67402688,FBgn0023536,0.0441108618203858,0.10216312706641,0.196157897621088,0.0297319065669057,1.90164871469126
0.125138005,0.721810691,0.98241803,FBgn0023534,0.0903259498594114,0.12293783235023,0.709119837085159,0.0887378417187618,-1.98444898807095
-0.016780167,-0.029868225,-0.200275405,FBgn0023535,0.000501193803493575,0.00336065474189264,0.00598187085850612,-0.000100376791978166,3.28707041692601
0.056615735,-0.010648415,-0.203178985,FBgn0000108,-0.000602867841810025,-0.011503127572329,0.00216353415155878,0.000122490076188101,-2.19208779323107
0.064591595,-0.0333412995,-0.10471616,FBgn0025640,-0.0021535677140777,-0.0067637837966752,0.00349137285304992,0.000225513341318195,3.95379058793913
0.009672625,-0.0402572205,-0.132459345,FBgn0025635,-0.000389392997438812,-0.00128122957193062,0.00533244505895057,5.15787413883318e-05,1.56764813494813
0.1041635025,0.1438456,0.08525054,FBgn0001341,0.014983461515214,0.00887999483641635,0.012262915076624,0.00127734818524121,3.23528152573849
-0.1758078495,0.248096566,0.03854125,FBgn0003575,-0.0436173237367948,-0.00677585427954188,0.0095619517743475,-0.00168106617847074,1.54337002092414
0.168990365,0.020343332,-0.1918098,FBgn0025634,0.00343782709999618,-0.032414008112577,-0.0039020504422536,-0.000659408928484847,3.48908049339544
0.040918605,0.10065265,0.3215651,FBgn0025638,0.00411856602755325,0.0131579953086855,0.032366379462515,0.00132438709650676,4.46822422750599
0.0765550617,-0.0304746105,-0.17458862,FBgn0040383,-0.00233298568711097,-0.0133656425762179,0.00532052019223251,0.000407312751592456,2.45633263442908
0.21436512,0.285860285,0.3065891,FBgn0040382,0.0612784742972592,0.065722009212192,0.0876416475038935,0.0187873122841698,3.24202390001704
0.061161765,0.310550955,0.194033734,FBgn0027343,0.0189938445302356,0.0118674456409805,0.060257361395916,0.00368544657721708,2.53177098366382
0.09221645,-0.012663095,-0.15533783,FBgn0025621,-0.00116774566691275,-0.0143247032333035,0.00196705769838385,0.000181395077890129,2.94280630497372
0.074136115,-0.041180785,-0.164705975,FBgn0040892,-0.00305298341255027,-0.0122106611037871,0.00678272134469037,0.00050284460962292,-1.14332413051117
0.040280545,0.167825812,0.01755304,FBgn0040339,0.00676011517242754,0.0007070460176068,0.00294585319106848,0.000118660572026227,4.1758885885065
0.13809236,-0.047493115,-0.175654985,FBgn0052815,-0.0065584363341014,-0.0242566114244146,0.00834240240292828,0.00115202203589004,9.53287894001259e-05
-0.05810463,-0.0955560775,-0.13368602,FBgn0040340,0.00555225052738883,0.0077677767282726,0.0127745116877865,-0.000742258275049513,3.31812888553392
-0.038887995,0.029396075,-0.10961912,FBgn0040347,-0.00114315441761963,0.0042628677904644,-0.003222371872954,0.000125311581283576,2.13192970109843
0.083483185,0.189616175,0.066391095,FBgn0040337,0.0158297622165174,0.00554254006623757,0.0125888254879616,0.00105095524714422,3.64672572253095
0.17142618,0.258505305,0.13642245,FBgn0040398,0.0443145769458849,0.023386379469741,0.0352659270460973,0.00604550315767114,4.94180855404681
0.00683565,-0.09616987,-0.075396555,FBgn0040359,-0.0006573835718655,-0.00051538446118575,0.00725087689279785,4.95644566322536e-05,-3.09724464726098
0.024231036,-0.043992385,-0.28740905,FBgn0029568,-0.00106598106466086,-0.0069642190372758,0.0126438095800843,0.000306372605112166,-2.59118758890557
0.15099962535,-0.027729315,-0.15257263,FBgn0040367,-0.00418711617621214,-0.0230384099686642,0.00423073451764845,0.000638839327120229,-2.68581915226089
0.080201739,0.108190955,-0.13211193,FBgn0025642,0.00867710273507074,-0.0105956065286463,-0.0142933158735932,-0.00114634878913847,-0.753507066588658
