HP1a,HP1B,HP1C,FBgn,A_B,A_C,B_C,A_B_C,log_TPM
0,0,0,FBgn0031081,0,0,0,0,-2.52746556855486
0.1650500164,-0.080449,-0.142842655,FBgn0062565,-0.0132781087693636,-0.0235761825503695,0.011491548752095,0.00189668030999468,0.197161317519765
0.004820504,-0.10427404,-0.13483701,FBgn0031088,-0.00050265342691616,-0.00064998234605304,0.0140599997742204,6.77762851516285e-05,-3.2830477465449
0.6117497,0.48195552,0.45263048,FBgn0053217,0.294836144773344,0.276896560350856,0.21814775835625,0.133451825730108,1.25502854299936
0.133398091,0.51334185,0.231266465,FBgn0040372,0.0684788228204083,0.0308505049433183,0.11871875498606,0.0158368552810372,0.622379833836918
0.161014583,0.27511735,0.187184995,FBgn0000316,0.044297905386315,0.0301395139137821,0.0514978397841632,0.00829190319824785,1.87900402736218
0.1681124,0.6346783,0.63540615,FBgn0024989,0.10669729224092,0.10681965285126,0.403278495091545,0.0677961156782279,-4.07511268600863
-0.025381505,0.015326685,-0.1406923175,FBgn0029521,-0.000389014331960925,0.00357098276008784,-0.00215634683224249,5.47313279042968e-05,-0.102471359957133
0.07637591,0.130602855,-0.089699025,FBgn0004034,0.00997491189922305,-0.00685084466048775,-0.0117149487557164,-0.000894739871821206,1.59201694473378
0.04749414,0.30658434,0.121055125,FBgn0029522,0.0145609595657676,0.0057494090544675,0.0371136056017425,0.00176267878035394,2.14597236397618
0.1635123515,0.1173629,-0.141320075,FBgn0052817,0.0191902837578594,-0.0231075777774064,-0.0165857338302175,-0.00271197233993196,0.00738764403392712
0.157099525,0.09737337,-0.13950264,FBgn0029524,0.0152973101746492,-0.021915798480246,-0.0135838421806968,-0.00213401515426243,1.03614442224461
0.16626628,0.317632155,0.33679001,FBgn0023536,0.0528115168202334,0.0559968221038628,0.106975336658772,0.0177863912780016,1.61778150763403
0.2807684,0.49843983,0.43689394,FBgn0023534,0.139946153565372,0.122666012503496,0.21776534118163,0.0611416264190204,-3.04792070529958
0.14049435,0.146767505,-0.05126726,FBgn0023535,0.0206200052160967,-0.007202760369981,-0.0075243678383863,-0.00105713116861499,2.24984591171038
0.0297446,0.07153165,0.0214988,FBgn0000108,0.00212768031659,0.00063947320648,0.00153784463702,4.57425735903051e-05,-2.84729502720504
0.066049373,-0.0063454265,-0.089820715,FBgn0025640,-0.000419111441742584,-0.00593260190816169,0.000569950745209947,3.76448893619998e-05,3.53114841201561
0.140439621,0.091509309,0.028786586,FBgn0025635,0.0128515326739319,0.00404277722772391,0.00263424059332907,0.00036995175054995,0.459423691898655
0.0319128,0.188069345,-0.0214443425,FBgn0001341,0.006001819393116,-0.000684349013334,-0.00403302344793066,-0.000128705070689122,2.32600362599692
0.094910635,0.080451705,0.197785065,FBgn0003575,0.00763572240838268,0.0187719061126663,0.0159121457027858,0.00151023185286392,1.41440158444037
0.20055112,0.35920069,-0.11093033,FBgn0025634,0.0720381006842728,-0.0222472019234696,-0.0398462510779277,-0.00799121028147961,2.82032729201092
0.01393241,0.181393733,0.13673118,FBgn0025638,0.00252725185958653,0.0019049948595438,0.0248021791576949,0.000345554128918461,3.7348870521217
0.13244311,-0.035389075,-0.2783309,FBgn0040383,-0.00468703915302325,-0.036863010005099,0.0098498730949175,0.0013045478257962,2.8248350943357
0.025157568,0.514307295,0.1537066,FBgn0040382,0.0129387207468586,0.0038668842415488,0.079052425669647,0.00198876677434909,1.66356877378457
-0.0445519495,0.01203165,0.1172789,FBgn0027343,-0.000536033463201675,-0.00522500363021555,0.001411058677185,-6.28654149274829e-05,-3.54192028561302
0.1383712535,0.116967405,-0.041139815,FBgn0025621,0.0161849264484922,-0.0056925677703081,-0.00481201740273007,-0.000665844879879575,2.12812437866134
0.193081195,0.0979906655,0.0511793203,FBgn0040339,0.0189201547935853,0.00988176432281176,0.00501509565603466,0.000968320662306481,3.27621433804485
0.1652715,0.160221875,-0.157718415,FBgn0052815,0.0264801096140625,-0.0260663590246725,-0.0252699401733281,-0.0041764009173562,-2.47790918921971
-0.06543486,0.002343885,0.08407165,FBgn0040340,-0.0001533717868311,-0.005501216647719,0.00019705427936025,-1.28942191823388e-05,2.53517777235255
0.0854697995,0.252515435,0.032007605,FBgn0040347,0.0215824436001053,0.0027356835818252,0.00808241429988318,0.000690802329686948,1.50761114572441
0.0306283585,-0.0811978,-0.065784813,FBgn0042146,-0.0024869553278113,-0.00201488083641946,0.0053415820890114,0.00016360389117942,-1.71268122650135
0.005646056,0.21696198,0.06560696,FBgn0040337,0.00122497948895088,0.00037042057014976,0.0142342159433808,8.03671803324208e-05,2.94102066971385
0.242002195,0.303881873,0.188895455,FBgn0040398,0.0735400802867112,0.0457131147355237,0.0574019046665872,0.0138913869264948,6.50013076428289
-0.085484785,0.230357095,0.031721505,FBgn0040364,-0.0196920267392996,-0.00271170603480143,0.00730727374082798,-0.000624660724670825,-0.291362169041547
0.15427659,0.01130978,-0.126256325,FBgn0040367,0.0017448342920502,-0.0194783952869317,-0.0014279312593585,-0.000220296365448235,-3.55202608536713
0.059967615,0.2795099345,-0.010369035,FBgn0025642,0.0167615441407712,-0.000621806298801525,-0.00289824829367821,-0.000173801037849702,0.955584134693171
0.0874071595,0.010246485,0.046238245,FBgn0004650,0.000895616148709358,0.00404155365571508,0.000473779483818825,4.14117189099797e-05,-0.623304004018156
0.0405384605,0.0630858045,0.010295675,FBgn0024362,0.00255740139383397,0.000417370814308338,0.000649510940245538,2.63301735954616e-05,2.3262443669959
0.1194579715,0.0941916193,-0.173923825,FBgn0024361,0.0112519397738783,-0.020776587330021,-0.0163821667115998,-0.00195698040414254,0.0582627760297029
0.0711249655,0.038906555,-0.094080855,FBgn0024364,0.00276722738209885,-0.0066914975660855,-0.00366036195950453,-0.000260343118087272,3.31240440037586
0.14343597,0.4017975,0.19500465,FBgn0029573,0.057632214156075,0.0279706811272605,0.078352380858375,0.0112385497502304,0.80457182218285
-0.01513081,0.252940996,0.03995052,FBgn0024987,-0.00382720215168676,-0.0006044837275212,0.0101051243195179,-0.000152898716105005,1.44073549274014
0.097273344,0.153539655,-0.13095009,FBgn0023169,0.0149353156784563,-0.012737953151401,-0.0201060316408189,-0.00195578093227227,2.38334280652842
0.21156103,0.148049672,-0.01987862,FBgn0052813,0.0313215410994822,-0.0042055413221786,-0.00294302317081264,-0.000622629013330988,-0.885484326336333
0.052184312,0.18291575,-0.0561029243,FBgn0024985,0.009545332567714,-0.00292769250578358,-0.0102621084755277,-0.000535521070464783,1.45641931933256
0.041834385,0.073876565,-0.13550205,FBgn0026872,0.00309058066268753,-0.00566864492798925,-0.0100104260044583,-0.000418780015484518,2.15898827637911
0.1508736,-0.002354265,-0.171798285,FBgn0029580,-0.000355196435904,-0.025919825731776,0.000404458689435525,6.10221385264196e-05,1.41853887399811
-0.04085938,-0.04727266,-0.185445455,FBgn0025383,0.0019315315785508,0.0075771863151179,0.0087664999427603,-0.000358193752431221,1.9790019539269
0.136601935,0.30488053,0.1042527,FBgn0025381,0.0416472703418255,0.0142411205489745,0.031784618429931,0.00434184038076524,5.17397957015184
0.209206785,0.3890735,0.11526859,FBgn0025394,0.0813968160636975,0.0241149711253832,0.044847953751365,0.00938249621815176,2.53898397627038
-0.009430765,0.1792352805,-0.141733945,FBgn0000482,-0.00169032581010458,0.00133665952781793,-0.0254037233884466,0.000239576545401443,3.59578357219156
0.049067815,0.470993155,0.293158832,FBgn0001189,0.0231106049958063,0.0143846633341921,0.138075803199795,0.00677507796738395,2.89546580285657
0.223842605,0.01491694,-0.18088818,FBgn0029587,0.0033390467082287,-0.0404904814249089,-0.0026982981277692,-0.000603994081986481,-1.72463554313202
0.2498429,-0.01006348,-0.1561304,FBgn0024897,-0.002514289027292,-0.03900807191416,0.001571215157792,0.000392556951546711,-0.11519875279373
0.021849064,0.12170579,0.08403527,FBgn0026873,0.00265915759488056,0.00183609199248728,0.0102275789232133,0.000223463026458338,3.59477141894412
0.16200361,0.12351338,-0.19274698,FBgn0023513,0.0200096134433018,-0.0312257065765978,-0.0238068309845924,-0.00385679256216382,2.59356380056814
0.055820355,0.19093722,-0.0424356,FBgn0014411,0.0106581834031131,-0.002368770256638,-0.008102535493032,-0.000452286407621146,3.85945133637305
0.2418938,0.042271505,-0.11070604,FBgn0023514,0.010225214976169,-0.026779104698552,-0.0046797109233902,-0.00113199305816036,4.18749705984293
0.36264345,1.3777346,1.131848065,FBgn0029594,0.49962642852837,0.410457287167424,1.55938624109355,0.565501206352696,3.47970699166487
0.089466662,0.4614423,0.2058172135,FBgn0023519,0.0412837022866026,0.0184137790739863,0.094972768377031,0.00849689656759212,3.87721545035185
0.1424698,0.90091335,1.49842925,FBgn0023509,0.12835294479183,0.21348091556165,1.34995491535549,0.192327806799713,3.38839658325034
0.047724515,0.289371815,0.7496193,FBgn0023510,0.0138101295255447,0.0357752175271395,0.216918697400029,0.0103523396278482,2.13515544918101
-0.026272795,-0.037302535,-0.13141961,FBgn0023508,0.000980041855035325,0.00345276047250995,0.00490228460171135,-0.000128796718372419,3.28468789095303
0.025054055,0.4798066255,0.34443175,FBgn0023522,0.0120211015846414,0.00862941200824625,0.16526063568256,0.00414044905572581,2.27149489266078
0.1002961405,0.614342815,0.53153346,FBgn0023521,0.0616162132884055,0.0533107545846111,0.32654376208309,0.0327510790412842,3.06495763801236
-0.078045365,-0.035890625,-0.0724118035,FBgn0025627,0.00280109692820313,0.00565140563446578,0.00259890488499219,-0.000202832480349498,0.567632142364737
0.169647005,0.455763955,0.151950915,FBgn0025630,0.0773189899527048,0.0257780176367596,0.0692537499862688,0.0117486912701893,2.26128303534526
0.409035,0.79076745,0.75863635,FBgn0025624,0.32345156391075,0.31030881942225,0.599904931966807,0.245382113847043,4.58768489539198
0.144530255,0.147681335,0.0919316565,FBgn0040395,0.0213444210062904,0.0132869057565174,0.0135765897606814,0.00196222798014168,2.63674299288853
-0.09363015,0.2941892605,0.028585950365,FBgn0000382,-0.0275449845890041,-0.0026765068205675,0.00840967959856905,-0.00078739956226596,0.434323503309657
0.48459895,0.92822685,0.998015,FBgn0023507,0.449817756871808,0.48363702108425,0.92638431970275,0.448924868624417,3.19566738035531
0.094545665,0.9311171,0.80103582,FBgn0004654,0.0880330854123715,0.0757344642907203,0.745858149714522,0.0705176547604291,4.50002658013697
0.035467185,0.06377445,0.0386497845,FBgn0023540,0.00226190021642325,0.00137079905707163,0.00246486874910602,8.7421955925262e-05,0.698840940301867
0.034561616,0.0591070855,-0.10652166,FBgn0025839,0.00204283639193017,-0.00368156070860256,-0.00629618486522193,-0.000217606323576812,4.35549413733001
0.067064766,-0.0069615875,-0.18714047,FBgn0011576,-0.000466877236676025,-0.01255053182968,0.00130279475669613,8.73716255038526e-05,0.638065667291634
0.2566057,0.094065265,-0.18971010815,FBgn0015036,0.0241376831710105,-0.0486806950989065,-0.0178451315963084,-0.00457916248486284,0.704374171383391
0.097421125,0.29025548,0.124204035,FBgn0003116,0.028277015399015,0.0121000968192394,0.0360509017968618,0.0035121194103148,2.49138855510974
0.103041565,0.1388967,0.022304387,FBgn0040899,0.0143121333413355,0.00229827894284566,0.0030980057498229,0.00031922336084075,4.19738860317292
0.0401095,0.0454107212,-0.117013465,FBgn0040900,0.0018214013219714,-0.0046933515744175,-0.00531366583576096,-0.000213128479839454,0.105927704775663
0.1001665385,0.15664341,0.031707985,FBgn0024984,0.0156904281585363,0.00317607910025992,0.00496684689462885,0.000497511860694446,0.99869903930893
0.138230109,0.068102385,-0.09341459,FBgn0023549,0.00941380010170997,-0.0129127089578903,-0.00636175637279715,-0.000879386276843195,1.40393460312567
0.07355818,0.1274812413,0.053301945,FBgn0003048,0.00937728809416883,0.0039207940646601,0.00679499811230433,0.000499827694244542,1.32928886205847
0.111091285,-0.02401178,0.11038567,FBgn0000810,-0.0026674994953373,0.012262885925886,-0.0026505564231926,-0.00029445371901747,1.2453941711867
0.09963939,0.001296315,-0.12344618,FBgn0023523,0.00012916403584785,-0.0123001020730302,-0.0001600251348267,-1.59448068188001e-05,-0.999680493020348
0.1412321945,0.33209844,0.406138,FBgn0023527,0.0469029914712266,0.057359761009841,0.13487779622472,0.019049087150141,3.72108810405642
